Danijel Subaši? 1,"94'59""",,,-,1,-,2,-,1,-,1,-,-,-,2,5,24,1,1,0,0,7,26,27%
Fabinho 2,"94'59""",,1,,-,-,2,1,4,1,4,-,1,-,-,3,3,9,12,2,2,14,17,82%
Jemerson 5,"94'59""",,2,1,,2,-,1,2,1,1,-,-,-,-,0,1,10,14,0,0,10,15,67%
João Moutinho 8,"94'59""",,1,-,1,,2,4,2,7,8,3,7,2,-,2,3,25,27,10,11,37,41,90%
adamel Falcao 9,"86'28""",,-,1,-,4,,3,2,-,4,1,1,-,-,1,2,5,5,10,11,16,18,89%
Bernardo Silva 10,"67'23""",,-,1,-,1,1,,-,1,4,1,4,-,-,1,2,11,13,1,5,13,20,65%
Andrea Raggi 24,"94'59""",,1,2,3,-,-,-,,1,2,2,-,-,-,1,11,7,10,3,3,11,24,46%
Kamil Glik 25,"94'59""",,2,-,1,1,-,-,1,,-,-,7,1,-,1,5,11,14,1,2,13,21,62%
Thomas Lemar 27,"94'59""",,-,3,1,6,2,1,5,1,,6,2,2,-,1,4,21,23,7,9,29,36,81%
Kylian Mbappé 29,"94'59""",,-,1,-,3,1,2,-,-,1,,2,-,-,0,0,4,6,6,7,10,13,77%
Almamy Touré 38,"94'59""",,-,-,-,6,1,2,1,3,2,2,,3,1,1,5,12,17,8,11,21,33,64%
Nabil Dirar 7,"27'36""",,-,-,-,2,-,-,1,-,1,1,2,,-,0,1,4,4,3,6,7,11,64%
Valère Germain 18,"8'31""",,-,-,-,-,-,-,-,-,-,1,-,1,,0,0,1,1,1,1,2,2,100
Total passes received:,,,7,9,7,25,11,14,19,15,28,17,26,9,3,16,61,121,147,52,68,190,277,69%
