Koen Casteels 28,"93'40""",,,1,-,1,1,7,1,2,-,11,1,-,-,-,4,13,20,20,1,1,25,34,74%
Julian Draxler 10,"77'56""",,1,,3,3,3,2,3,4,5,3,5,-,-,-,8,8,19,20,5,6,32,34,94%
Max Kruse 11,"93'40""",,-,1,,3,6,-,5,8,1,1,5,-,-,-,3,4,22,24,5,8,30,36,83%
Christian Träsch 15,"93'40""",,4,9,3,,6,2,6,6,5,7,-,-,1,2,5,6,36,40,10,12,51,58,88%
André Schürrle 17,"88'43""",,1,1,4,4,,1,2,4,3,-,5,-,-,-,3,5,13,14,9,13,25,32,78%
Dante 18,"93'40""",,5,3,4,5,4,,4,4,1,1,11,1,3,1,6,7,38,40,3,3,47,50,94%
Luiz Gustavo 22,"93'40""",,3,6,4,11,1,3,,6,1,9,3,-,-,2,7,7,30,31,12,12,49,50,98%
Josuha Guilavogui 23,"93'40""",,-,2,5,9,5,4,8,,2,1,4,-,1,-,7,9,30,33,4,7,41,49,84%
Maximilian Arnold 27,"82'59""",,-,2,2,4,2,2,2,1,,1,2,-,1,-,3,3,10,14,6,6,19,23,83%
Robin Knoche 31,"93'40""",,9,-,1,8,1,6,3,5,3,,-,-,-,3,1,7,34,38,4,4,39,49,80%
Ricardo Rodriguez 34,"93'40""",,2,6,9,2,6,7,1,3,1,4,,-,-,-,5,5,28,31,8,9,41,45,91%
Marcel Schäfer 4,"4'57""",,-,-,-,-,-,-,-,-,-,-,1,,-,-,0,0,1,1,0,0,1,1,100
Daniel Caligiuri 7,"15'44""",,-,-,3,3,-,-,-,-,-,-,-,1,,-,1,1,6,7,0,1,7,9,78%
Vieirinha 8,"10'41""",,-,-,1,1,-,-,2,-,-,-,-,-,1,,0,2,2,2,3,4,5,8,62%
Total passes received:,,,25,31,39,54,35,34,37,43,22,38,37,2,7,8,53,77,289,315,70,86,412,478,86%
