Willy Caballero 13,"92'09""",,,4,2,2,2,1,3,5,3,-,2,-,7,18,17,17,0,0,24,35,69%
Bacary Sagna 3,"92'09""",,11,,11,15,2,1,-,6,7,10,2,5,6,7,55,56,9,11,70,74,95%
Pablo Zabaleta 5,"92'09""",,-,10,,9,4,2,-,4,8,2,5,6,6,8,35,36,9,12,50,56,89%
Fernando 6,"92'09""",,1,11,7,,36,4,9,13,3,2,5,2,4,4,57,57,32,33,93,94,99%
"?lkay Gündo?an 8","92'09""",,-,6,7,22,,13,11,5,1,2,5,-,5,6,43,47,24,26,72,79,91%
Nolito 9,"92'09""",,-,2,2,6,4,,7,3,2,1,2,1,2,3,18,20,10,15,30,38,79%
Leroy Sané 19,"92'09""",,-,-,1,4,12,4,,13,-,1,-,1,1,4,27,29,8,10,36,43,84%
Gaël Clichy 22,"92'09""",,6,4,6,10,10,7,15,,-,4,-,1,6,12,44,45,13,14,63,71,89%
Pablo Maffeo 50,"61'10""",,-,14,4,3,1,-,-,-,,-,2,-,0,1,21,21,3,3,24,25,96%
Tosin Adarabioyo 53,"92'09""",,5,6,2,4,3,-,1,5,-,,3,1,5,6,22,23,3,3,30,32,94%
Kelechi Iheanacho 72,"92'09""",,-,4,3,3,4,3,2,-,1,-,,1,2,2,12,13,7,10,21,25,84%
Jesús Navas 15,"30'59""",,-,4,2,4,-,-,2,3,-,1,1,,1,1,12,12,4,5,17,18,94%
Total passes received:,,,23,65,47,82,78,35,50,57,25,23,27,18,45,72,363,376,122,142,530,590,90%
