Vicente Guaita 13,"93'10""",,,4,2,-,-,-,3,-,7,3,5,-,-,-,4,8,20,20,0,0,24,28,86%
Aly Cissokho 3,"93'10""",,-,,5,4,-,-,1,11,1,9,7,-,-,1,2,12,28,34,9,10,39,56,70%
Fernando Gago 5,"93'10""",,1,7,,2,5,5,3,6,10,21,13,1,-,2,8,13,50,65,18,19,76,97,78%
Jonas 7,"80'24""",,-,4,4,,2,2,-,-,5,4,1,-,-,-,2,2,13,18,7,12,22,32,69%
Sofiane Feghouli 8,"86'45""",,-,-,6,6,,4,5,2,2,1,1,-,-,-,2,2,16,25,9,12,27,39,69%
Roberto Soldado 9,"84'51""",,-,1,3,-,3,,3,2,-,2,1,-,-,-,1,3,7,13,7,10,15,26,58%
Antonio Barragán 14,"93'10""",,3,2,5,2,2,3,,2,10,2,1,1,-,1,6,13,22,32,6,10,34,55,62%
Andrés Guardado 17,"93'10""",,-,8,7,4,2,-,-,,2,5,7,-,-,-,1,1,23,33,11,17,35,51,69%
Víctor Ruiz 18,"93'10""",,4,3,18,3,5,1,12,1,,11,15,-,-,4,15,15,45,50,17,17,77,82,94%
Tino Costa 24,"93'10""",,1,9,14,2,3,-,3,7,12,,14,1,-,2,3,7,56,65,9,15,68,87,78%
Carlos Delgado 30,"93'10""",,7,11,12,2,-,-,2,6,12,6,,1,-,-,7,13,42,50,10,11,59,74,80%
João Pereira 12,"6'25""",,-,-,-,-,-,-,3,-,1,1,-,,-,1,0,0,4,4,2,3,6,7,86%
Nelson Valdez 16,"8'19""",,-,-,-,-,-,-,-,-,-,-,-,-,,-,0,0,0,0,0,0,0,0,0%
Daniel Parejo 21,"12'46""",,-,-,2,-,-,-,-,-,3,1,1,1,-,,0,0,5,7,3,4,8,11,73%
Total passes received:,,,16,49,78,25,22,15,35,37,65,66,66,5,0,11,51,89,331,416,108,140,490,645,76%
