Artur Rudko 72,"93'01""",,,4,-,1,3,3,1,1,1,11,-,-,-,-,6,8,19,19,0,0,25,27,93%
Antunes 5,"93'01""",,3,,2,2,7,10,8,-,9,2,1,1,8,-,4,10,38,40,11,13,53,63,84%
Andriy Yarmolenko 10,"93'01""",,-,4,,4,5,3,2,11,4,4,6,1,-,3,1,1,32,35,14,16,47,52,90%
Serhiy Sydorchuk 16,"68'19""",,-,1,6,,14,4,2,7,3,2,1,-,-,-,1,1,30,33,9,9,40,43,93%
Serhiy Rybalka 17,"93'01""",,2,9,18,11,,8,6,7,13,5,2,-,-,5,5,7,68,72,13,15,86,94,91%
Domagoj Vida 24,"93'01""",,5,12,3,6,13,,3,1,-,11,1,-,1,2,5,7,49,50,4,6,58,63,92%
Derlis González 25,"71'09""",,-,9,3,3,3,1,,-,-,1,2,-,-,-,2,3,14,19,6,8,22,30,73%
Mykyta Burda 26,"93'01""",,3,-,6,3,6,-,-,,1,14,1,1,-,1,2,2,29,30,5,8,36,40,90%
Vitaliy Buyalskiy 29,"93'01""",,-,10,3,3,4,5,5,-,,5,-,2,-,1,2,5,28,30,8,9,38,44,86%
Yevhen Khacheridi 34,"93'01""",,2,8,7,8,17,11,-,4,3,,-,-,-,1,9,10,43,46,9,9,61,65,94%
Artem Besedin 41,"78'45""",,-,-,4,3,2,1,3,-,4,-,,-,-,-,0,0,8,8,9,11,17,19,89%
Júnior Moraes 11,"14'16""",,-,1,2,-,1,1,-,-,-,-,-,,-,-,0,0,3,3,2,3,5,6,83%
Viktor Tsygankov 15,"21'52""",,-,2,-,-,1,1,-,-,3,-,-,-,,1,0,0,4,5,4,4,8,9,89%
Nikita Korzun 18,"24'42""",,-,1,3,-,4,1,-,3,-,1,-,1,-,,1,1,9,9,4,4,14,14,100
Total passes received:,,,15,61,57,44,80,49,30,34,41,56,14,6,9,14,38,55,374,399,98,115,510,569,90%
