Víctor Valdés 1,"93'06""",,,7,-,2,-,-,1,4,3,1,4,-,-,9,18,13,13,0,0,22,31,71%
Gerard Piqué 3,"93'06""",,7,,5,7,2,9,3,3,8,-,2,-,-,4,5,32,38,10,13,46,56,82%
Cesc Fàbregas 4,"86'59""",,-,-,,10,20,5,4,2,3,13,6,1,-,1,1,42,49,21,28,64,78,82%
Xavi Hernández 6,"93'06""",,-,7,7,,18,13,10,3,13,8,12,-,-,5,5,55,57,31,33,91,95,96%
Andrés Iniesta 8,"93'06""",,1,-,22,16,,8,2,-,9,17,4,-,2,3,3,33,38,45,52,81,93,87%
Lionel Messi 10,"93'06""",,-,1,4,11,11,,8,1,3,2,4,-,1,0,1,29,33,17,25,46,59,78%
Neymar 11,"80'21""",,-,1,4,10,1,5,,2,3,-,7,-,-,1,2,18,23,14,26,33,51,65%
Javier Mascherano 14,"93'06""",,6,11,5,3,-,1,-,,5,6,3,-,1,6,7,30,31,5,8,41,46,89%
Sergio Busquets 16,"93'06""",,2,5,11,10,13,4,6,7,,5,4,-,1,0,1,44,46,24,28,68,75,91%
Jordi Alba 18,"93'06""",,-,1,13,2,20,-,1,11,7,,-,-,-,1,2,31,40,23,30,55,72,76%
Daniel Alves 22,"93'06""",,-,4,1,5,6,7,16,1,7,-,,2,3,2,3,23,33,27,36,52,72,72%
Alexis Sánchez 9,"12'46""",,-,-,-,2,1,-,-,-,-,-,1,,-,0,0,4,5,0,0,4,5,80%
Sergi Roberto 24,"6'07""",,1,-,-,1,-,1,-,-,1,1,3,1,,2,2,5,5,2,2,9,9,100%
Total passes received:,,,17,37,72,79,92,53,51,34,62,53,50,4,8,34,50,359,411,219,281,612,742,82%
