Vladislav Stoyanov 21,"93'15""",,,7,5,-,1,-,5,4,-,-,1,-,-,10,12,13,13,0,0,23,25,92%
José Luis Palomino 5,"93'15""",,1,,10,3,3,1,2,8,4,4,-,-,-,7,10,25,25,4,4,36,39,92%
Natanael 6,"93'15""",,-,6,,3,7,2,1,1,8,12,2,-,1,4,8,26,27,13,18,43,53,81%
Anicet Abel 12,"93'15""",,-,1,6,,7,5,2,1,8,7,2,1,-,1,1,25,27,14,15,40,43,93%
Svetoslav Dyakov 18,"93'15""",,1,7,5,14,,6,-,5,5,3,6,-,2,5,7,38,41,11,11,54,59,92%
Jonathan Cafú 22,"93'15""",,-,-,1,1,4,,2,-,11,4,1,-,-,1,1,13,17,10,11,24,29,83%
Yordan Minev 25,"93'15""",,1,-,2,2,5,5,,3,2,1,10,-,1,2,2,25,27,5,7,32,36,89%
Cosmin Mo?i 27,"93'15""",,1,4,1,1,7,1,9,,2,1,4,-,2,2,2,28,30,3,3,33,35,94%
Marcelinho 84,"93'15""",,-,5,6,4,13,6,3,2,,6,2,-,1,2,5,26,28,20,24,48,57,84%
Wanderson 88,"87'50""",,-,2,8,8,3,4,1,-,2,,-,-,-,1,2,14,18,13,17,28,37,76%
Virgil Misidjan 93,"73'11""",,-,-,-,-,1,6,7,1,6,-,,-,-,1,1,9,11,11,14,21,26,81%
Claudiu Ke?erü 28,"5'25""",,-,-,-,-,-,-,-,-,-,-,-,,-,0,0,0,1,0,0,0,1,0%
Jody Lukoki 92,"20'04""",,-,1,-,-,-,-,1,2,-,-,-,-,,0,0,2,2,2,3,4,5,80%
Total passes received:,,,4,33,44,36,51,36,33,27,48,38,28,1,7,36,51,244,267,106,127,386,445,87%
